,date,signal,target,qrank,stat_type,value
280,20000105,signal_MR_1d,fret_RR_1d,qr_100,hit_ratio,0.41776110068792993
281,20000105,signal_MR_1d,fret_MR_1d,qr_100,hit_ratio,0.4996873045653533
282,20000105,signal_MR_1d,fret_RR_1d,qr_75,hit_ratio,0.4124270225187656
283,20000105,signal_MR_1d,fret_MR_1d,qr_75,hit_ratio,0.5020850708924104
284,20000105,signal_MR_1d,fret_RR_1d,qr_50,hit_ratio,0.4046278924327705
285,20000105,signal_MR_1d,fret_MR_1d,qr_50,hit_ratio,0.50093808630394
286,20000105,signal_MR_1d,fret_RR_1d,qr_25,hit_ratio,0.37875
287,20000105,signal_MR_1d,fret_MR_1d,qr_25,hit_ratio,0.485
288,20000105,signal_RR_1d,fret_RR_1d,qr_100,long_ratio,0.22607879924953095
289,20000105,signal_RR_1d,fret_MR_1d,qr_100,long_ratio,0.22607879924953095
290,20000105,signal_RR_1d,fret_RR_1d,qr_75,long_ratio,0.21175489787411422
291,20000105,signal_RR_1d,fret_MR_1d,qr_75,long_ratio,0.21175489787411422
292,20000105,signal_RR_1d,fret_RR_1d,qr_50,long_ratio,0.15947467166979362
293,20000105,signal_RR_1d,fret_MR_1d,qr_50,long_ratio,0.15947467166979362
294,20000105,signal_RR_1d,fret_RR_1d,qr_25,long_ratio,0.1575
295,20000105,signal_RR_1d,fret_MR_1d,qr_25,long_ratio,0.1575
296,20000105,signal_MR_1d,fret_RR_1d,qr_100,long_ratio,0.21982489055659787
297,20000105,signal_MR_1d,fret_MR_1d,qr_100,long_ratio,0.21982489055659787
298,20000105,signal_MR_1d,fret_RR_1d,qr_75,long_ratio,0.18306922435362802
299,20000105,signal_MR_1d,fret_MR_1d,qr_75,long_ratio,0.18306922435362802
300,20000105,signal_MR_1d,fret_RR_1d,qr_50,long_ratio,0.13758599124452783
301,20000105,signal_MR_1d,fret_MR_1d,qr_50,long_ratio,0.13758599124452783
302,20000105,signal_MR_1d,fret_RR_1d,qr_25,long_ratio,0.1425
303,20000105,signal_MR_1d,fret_MR_1d,qr_25,long_ratio,0.1425
304,20000105,signal_RR_1d,fret_RR_1d,qr_100,spearman,-0.014538463161642819
305,20000105,signal_RR_1d,fret_MR_1d,qr_100,spearman,-0.014538463161642819
306,20000105,signal_RR_1d,fret_RR_1d,qr_75,spearman,-0.03045576080853322
307,20000105,signal_RR_1d,fret_MR_1d,qr_75,spearman,-0.03045576080853322
308,20000105,signal_RR_1d,fret_RR_1d,qr_50,spearman,-0.044933479263274685
309,20000105,signal_RR_1d,fret_MR_1d,qr_50,spearman,-0.044933479263274685
310,20000105,signal_RR_1d,fret_RR_1d,qr_25,spearman,-0.033282422764187664
311,20000105,signal_RR_1d,fret_MR_1d,qr_25,spearman,-0.033282422764187664
312,20000105,signal_MR_1d,fret_RR_1d,qr_100,spearman,-0.014538463161642819
313,20000105,signal_MR_1d,fret_MR_1d,qr_100,spearman,-0.014538463161642819
314,20000105,signal_MR_1d,fret_RR_1d,qr_75,spearman,-0.03815028375290707
315,20000105,signal_MR_1d,fret_MR_1d,qr_75,spearman,-0.03815028375290707
316,20000105,signal_MR_1d,fret_RR_1d,qr_50,spearman,-0.04645246946434761
317,20000105,signal_MR_1d,fret_MR_1d,qr_50,spearman,-0.04645246946434761
318,20000105,signal_MR_1d,fret_RR_1d,qr_25,spearman,-0.034283908660867
319,20000105,signal_MR_1d,fret_MR_1d,qr_25,spearman,-0.034283908660867
320,20000105,signal_RR_1d,fret_RR_1d,qr_100,n,3198.0
321,20000105,signal_RR_1d,fret_MR_1d,qr_100,n,3198.0
322,20000105,signal_RR_1d,fret_RR_1d,qr_75,n,2399.0
323,20000105,signal_RR_1d,fret_MR_1d,qr_75,n,2399.0
324,20000105,signal_RR_1d,fret_RR_1d,qr_50,n,1599.0
325,20000105,signal_RR_1d,fret_MR_1d,qr_50,n,1599.0
326,20000105,signal_RR_1d,fret_RR_1d,qr_25,n,800.0
327,20000105,signal_RR_1d,fret_MR_1d,qr_25,n,800.0
328,20000105,signal_MR_1d,fret_RR_1d,qr_100,n,3198.0
329,20000105,signal_MR_1d,fret_MR_1d,qr_100,n,3198.0
330,20000105,signal_MR_1d,fret_RR_1d,qr_75,n,2398.0
331,20000105,signal_MR_1d,fret_MR_1d,qr_75,n,2398.0
332,20000105,signal_MR_1d,fret_RR_1d,qr_50,n,1599.0
333,20000105,signal_MR_1d,fret_MR_1d,qr_50,n,1599.0
334,20000105,signal_MR_1d,fret_RR_1d,qr_25,n,800.0
335,20000105,signal_MR_1d,fret_MR_1d,qr_25,n,800.0
336,20000106,signal_RR_1d,fret_RR_1d,qr_100,pnl,1.5255383741349984
337,20000106,signal_RR_1d,fret_MR_1d,qr_100,pnl,1.191894374134998
338,20000106,signal_RR_1d,fret_RR_1d,qr_75,pnl,-0.19413908565816362
339,20000106,signal_RR_1d,fret_MR_1d,qr_75,pnl,-0.5115310856581636
340,20000106,signal_RR_1d,fret_RR_1d,qr_50,pnl,0.9188344152811397
341,20000106,signal_RR_1d,fret_MR_1d,qr_50,pnl,0.6282104152811395
342,20000106,signal_RR_1d,fret_RR_1d,qr_25,pnl,1.487605664361935
343,20000106,signal_RR_1d,fret_MR_1d,qr_25,pnl,1.2868456643619353
344,20000106,signal_MR_1d,fret_RR_1d,qr_100,pnl,-1.6165644523931144
345,20000106,signal_MR_1d,fret_MR_1d,qr_100,pnl,-1.6318604523931142
346,20000106,signal_MR_1d,fret_RR_1d,qr_75,pnl,-0.4196064970838269
347,20000106,signal_MR_1d,fret_MR_1d,qr_75,pnl,-0.6385304970838279
348,20000106,signal_MR_1d,fret_RR_1d,qr_50,pnl,0.825981016003764
349,20000106,signal_MR_1d,fret_MR_1d,qr_50,pnl,0.608969016003764
350,20000106,signal_MR_1d,fret_RR_1d,qr_25,pnl,1.4318441988254476
351,20000106,signal_MR_1d,fret_MR_1d,qr_25,pnl,1.2616761988254477
352,20000106,signal_RR_3d,fret_RR_1d,qr_100,pnl,-4.063035058747559
353,20000106,signal_RR_3d,fret_MR_1d,qr_100,pnl,-2.9645910587475583
354,20000106,signal_RR_3d,fret_RR_1d,qr_75,pnl,-5.347243513652052
355,20000106,signal_RR_3d,fret_MR_1d,qr_75,pnl,-4.313807513652052
356,20000106,signal_RR_3d,fret_RR_1d,qr_50,pnl,-4.543117427894897
357,20000106,signal_RR_3d,fret_MR_1d,qr_50,pnl,-3.717133427894897
358,20000106,signal_RR_3d,fret_RR_1d,qr_25,pnl,-3.7808610290574483
359,20000106,signal_RR_3d,fret_MR_1d,qr_25,pnl,-3.391769029057449
360,20000106,signal_MR_3d,fret_RR_1d,qr_100,pnl,-5.214661707366247
361,20000106,signal_MR_3d,fret_MR_1d,qr_100,pnl,-3.9584777073662463
362,20000106,signal_MR_3d,fret_RR_1d,qr_75,pnl,-5.806649773951541
363,20000106,signal_MR_3d,fret_MR_1d,qr_75,pnl,-4.729237773951542
364,20000106,signal_MR_3d,fret_RR_1d,qr_50,pnl,-4.643363658035863
365,20000106,signal_MR_3d,fret_MR_1d,qr_50,pnl,-3.8059076580358626
366,20000106,signal_MR_3d,fret_RR_1d,qr_25,pnl,-3.858094351596303
367,20000106,signal_MR_3d,fret_MR_1d,qr_25,pnl,-3.457530351596303
368,20000106,signal_RR_1d,fret_RR_1d,qr_100,ppd,0.00047792555580670375
369,20000106,signal_RR_1d,fret_MR_1d,qr_100,ppd,0.00037340049315006204
370,20000106,signal_RR_1d,fret_RR_1d,qr_75,ppd,-8.10940207427584e-05
371,20000106,signal_RR_1d,fret_MR_1d,qr_75,ppd,-0.0002136721326892914
372,20000106,signal_RR_1d,fret_RR_1d,qr_50,ppd,0.0005757107865170048
373,20000106,signal_RR_1d,fret_MR_1d,qr_50,ppd,0.0003936155484217666
374,20000106,signal_RR_1d,fret_RR_1d,qr_25,ppd,0.0018641674992004198
375,20000106,signal_RR_1d,fret_MR_1d,qr_25,ppd,0.001612588551831999
376,20000106,signal_MR_1d,fret_RR_1d,qr_100,ppd,-0.0005064424976168905
377,20000106,signal_MR_1d,fret_MR_1d,qr_100,ppd,-0.0005112344775667651
378,20000106,signal_MR_1d,fret_RR_1d,qr_75,ppd,-0.00017520104262372732
379,20000106,signal_MR_1d,fret_MR_1d,qr_75,ppd,-0.00026660981089095113
380,20000106,signal_MR_1d,fret_RR_1d,qr_50,ppd,0.0005172078998145047
381,20000106,signal_MR_1d,fret_MR_1d,qr_50,ppd,0.00038132061114825547
382,20000106,signal_MR_1d,fret_RR_1d,qr_25,ppd,0.0017942909759717388
383,20000106,signal_MR_1d,fret_MR_1d,qr_25,ppd,0.0015810478682023153
384,20000106,signal_RR_3d,fret_RR_1d,qr_100,ppd,-0.001284145088099734
385,20000106,signal_RR_3d,fret_MR_1d,qr_100,ppd,-0.0009369756822843105
386,20000106,signal_RR_3d,fret_RR_1d,qr_75,ppd,-0.0022533685266127486
387,20000106,signal_RR_3d,fret_MR_1d,qr_75,ppd,-0.0018178708443540043
388,20000106,signal_RR_3d,fret_RR_1d,qr_50,ppd,-0.0028717556434228173
389,20000106,signal_RR_3d,fret_MR_1d,qr_50,ppd,-0.0023496418633975327
390,20000106,signal_RR_3d,fret_RR_1d,qr_25,ppd,-0.004779849594257204
391,20000106,signal_RR_3d,fret_MR_1d,qr_25,ppd,-0.004287950732057458
392,20000106,signal_MR_3d,fret_RR_1d,qr_100,ppd,-0.0016481231692055142
393,20000106,signal_MR_3d,fret_MR_1d,qr_100,ppd,-0.001251099148977954
394,20000106,signal_MR_3d,fret_RR_1d,qr_75,ppd,-0.0024469657707338987
395,20000106,signal_MR_3d,fret_MR_1d,qr_75,ppd,-0.001992936272208825
396,20000106,signal_MR_3d,fret_RR_1d,qr_50,ppd,-0.002935122413423428
397,20000106,signal_MR_3d,fret_MR_1d,qr_50,ppd,-0.002405757053120014
398,20000106,signal_MR_3d,fret_RR_1d,qr_25,ppd,-0.0048774896986046815
399,20000106,signal_MR_3d,fret_MR_1d,qr_25,ppd,-0.0043710876758486766
400,20000106,signal_RR_1d,fret_RR_1d,qr_100,sharpe,0.1887654935183798
401,20000106,signal_RR_1d,fret_MR_1d,qr_100,sharpe,0.1479620477757343
402,20000106,signal_RR_1d,fret_RR_1d,qr_75,sharpe,-0.030177193093703075
403,20000106,signal_RR_1d,fret_MR_1d,qr_75,sharpe,-0.07976749572957569
404,20000106,signal_RR_1d,fret_RR_1d,qr_50,sharpe,0.21421320936412136
405,20000106,signal_RR_1d,fret_MR_1d,qr_50,sharpe,0.14688606828227474
406,20000106,signal_RR_1d,fret_RR_1d,qr_25,sharpe,0.6663500359053841
407,20000106,signal_RR_1d,fret_MR_1d,qr_25,sharpe,0.5776432326995444
408,20000106,signal_MR_1d,fret_RR_1d,qr_100,sharpe,-0.18955913470841654
409,20000106,signal_MR_1d,fret_MR_1d,qr_100,sharpe,-0.19200935079823125
410,20000106,signal_MR_1d,fret_RR_1d,qr_75,sharpe,-0.06510207313608236
411,20000106,signal_MR_1d,fret_MR_1d,qr_75,sharpe,-0.09937983413701551
412,20000106,signal_MR_1d,fret_RR_1d,qr_50,sharpe,0.19402691746351616
413,20000106,signal_MR_1d,fret_MR_1d,qr_50,sharpe,0.14350841938756573
414,20000106,signal_MR_1d,fret_RR_1d,qr_25,sharpe,0.6571562960129274
415,20000106,signal_MR_1d,fret_MR_1d,qr_25,sharpe,0.5805700585008603
416,20000106,signal_RR_3d,fret_RR_1d,qr_100,sharpe,-0.4981110632076467
417,20000106,signal_RR_3d,fret_MR_1d,qr_100,sharpe,-0.3646506883652056
418,20000106,signal_RR_3d,fret_RR_1d,qr_75,sharpe,-0.8470488135527291
419,20000106,signal_RR_3d,fret_MR_1d,qr_75,sharpe,-0.6852774281143538
420,20000106,signal_RR_3d,fret_RR_1d,qr_50,sharpe,-1.0695691431073204
421,20000106,signal_RR_3d,fret_MR_1d,qr_50,sharpe,-0.8776545326704612
422,20000106,signal_RR_3d,fret_RR_1d,qr_25,sharpe,-1.7116577550471226
423,20000106,signal_RR_3d,fret_MR_1d,qr_25,sharpe,-1.5390550320092817
424,20000106,signal_MR_3d,fret_RR_1d,qr_100,sharpe,-0.617791191086588
425,20000106,signal_MR_3d,fret_MR_1d,qr_100,sharpe,-0.4704548345147827
426,20000106,signal_MR_3d,fret_RR_1d,qr_75,sharpe,-0.9235797562685193
427,20000106,signal_MR_3d,fret_MR_1d,qr_75,sharpe,-0.7542464143991284
428,20000106,signal_MR_3d,fret_RR_1d,qr_50,sharpe,-1.093961880197133
429,20000106,signal_MR_3d,fret_MR_1d,qr_50,sharpe,-0.8992206317275526
430,20000106,signal_MR_3d,fret_RR_1d,qr_25,sharpe,-1.7474947560496326
431,20000106,signal_MR_3d,fret_MR_1d,qr_25,sharpe,-1.569644694144844
432,20000106,signal_RR_1d,fret_RR_1d,qr_100,hit_ratio,0.41729323308270677
433,20000106,signal_RR_1d,fret_MR_1d,qr_100,hit_ratio,0.4476817042606516
434,20000106,signal_RR_1d,fret_RR_1d,qr_75,hit_ratio,0.4490392648287385
435,20000106,signal_RR_1d,fret_MR_1d,qr_75,hit_ratio,0.49415204678362573
436,20000106,signal_RR_1d,fret_RR_1d,qr_50,hit_ratio,0.4592731829573935
437,20000106,signal_RR_1d,fret_MR_1d,qr_50,hit_ratio,0.4968671679197995
438,20000106,signal_RR_1d,fret_RR_1d,qr_25,hit_ratio,0.474937343358396
439,20000106,signal_RR_1d,fret_MR_1d,qr_25,hit_ratio,0.5112781954887218
440,20000106,signal_MR_1d,fret_RR_1d,qr_100,hit_ratio,0.4401629072681704
441,20000106,signal_MR_1d,fret_MR_1d,qr_100,hit_ratio,0.49373433583959897
442,20000106,signal_MR_1d,fret_RR_1d,qr_75,hit_ratio,0.44592901878914404
443,20000106,signal_MR_1d,fret_MR_1d,qr_75,hit_ratio,0.4960334029227557
444,20000106,signal_MR_1d,fret_RR_1d,qr_50,hit_ratio,0.4577332498434565
445,20000106,signal_MR_1d,fret_MR_1d,qr_50,hit_ratio,0.4965560425798372
446,20000106,signal_MR_1d,fret_RR_1d,qr_25,hit_ratio,0.4699248120300752
447,20000106,signal_MR_1d,fret_MR_1d,qr_25,hit_ratio,0.506265664160401
448,20000106,signal_RR_3d,fret_RR_1d,qr_100,hit_ratio,0.4175094816687737
449,20000106,signal_RR_3d,fret_MR_1d,qr_100,hit_ratio,0.4892541087231353
450,20000106,signal_RR_3d,fret_RR_1d,qr_75,hit_ratio,0.4226717235566793
451,20000106,signal_RR_3d,fret_MR_1d,qr_75,hit_ratio,0.5086388537715971
452,20000106,signal_RR_3d,fret_RR_1d,qr_50,hit_ratio,0.40960809102402024
453,20000106,signal_RR_3d,fret_MR_1d,qr_50,hit_ratio,0.5037926675094817
454,20000106,signal_RR_3d,fret_RR_1d,qr_25,hit_ratio,0.3893805309734513
455,20000106,signal_RR_3d,fret_MR_1d,qr_25,hit_ratio,0.4879898862199747
456,20000106,signal_MR_3d,fret_RR_1d,qr_100,hit_ratio,0.42983565107458915
457,20000106,signal_MR_3d,fret_MR_1d,qr_100,hit_ratio,0.5126422250316056
458,20000106,signal_MR_3d,fret_RR_1d,qr_75,hit_ratio,0.4226717235566793
459,20000106,signal_MR_3d,fret_MR_1d,qr_75,hit_ratio,0.5090602612726507
460,20000106,signal_MR_3d,fret_RR_1d,qr_50,hit_ratio,0.4083438685208597
461,20000106,signal_MR_3d,fret_MR_1d,qr_50,hit_ratio,0.5031605562579013
462,20000106,signal_MR_3d,fret_RR_1d,qr_25,hit_ratio,0.38811630847029077
463,20000106,signal_MR_3d,fret_MR_1d,qr_25,hit_ratio,0.4879898862199747
464,20000106,signal_RR_1d,fret_RR_1d,qr_100,long_ratio,0.5059523809523809
465,20000106,signal_RR_1d,fret_MR_1d,qr_100,long_ratio,0.5059523809523809
466,20000106,signal_RR_1d,fret_RR_1d,qr_75,long_ratio,0.5693400167084378
467,20000106,signal_RR_1d,fret_MR_1d,qr_75,long_ratio,0.5693400167084378
468,20000106,signal_RR_1d,fret_RR_1d,qr_50,long_ratio,0.5952380952380952
469,20000106,signal_RR_1d,fret_MR_1d,qr_50,long_ratio,0.5952380952380952
470,20000106,signal_RR_1d,fret_RR_1d,qr_25,long_ratio,0.631578947368421
471,20000106,signal_RR_1d,fret_MR_1d,qr_25,long_ratio,0.631578947368421
472,20000106,signal_MR_1d,fret_RR_1d,qr_100,long_ratio,0.5025062656641605
473,20000106,signal_MR_1d,fret_MR_1d,qr_100,long_ratio,0.5025062656641605
474,20000106,signal_MR_1d,fret_RR_1d,qr_75,long_ratio,0.5478079331941544
475,20000106,signal_MR_1d,fret_MR_1d,qr_75,long_ratio,0.5478079331941544
476,20000106,signal_MR_1d,fret_RR_1d,qr_50,long_ratio,0.5710707576706324
477,20000106,signal_MR_1d,fret_MR_1d,qr_50,long_ratio,0.5710707576706324
478,20000106,signal_MR_1d,fret_RR_1d,qr_25,long_ratio,0.6115288220551378
479,20000106,signal_MR_1d,fret_MR_1d,qr_25,long_ratio,0.6115288220551378
480,20000106,signal_RR_3d,fret_RR_1d,qr_100,long_ratio,0.2939317319848293
481,20000106,signal_RR_3d,fret_MR_1d,qr_100,long_ratio,0.2939317319848293
482,20000106,signal_RR_3d,fret_RR_1d,qr_75,long_ratio,0.2722292456805731
483,20000106,signal_RR_3d,fret_MR_1d,qr_75,long_ratio,0.2722292456805731
484,20000106,signal_RR_3d,fret_RR_1d,qr_50,long_ratio,0.22692793931731986
485,20000106,signal_RR_3d,fret_MR_1d,qr_50,long_ratio,0.22692793931731986
486,20000106,signal_RR_3d,fret_RR_1d,qr_25,long_ratio,0.2427307206068268
487,20000106,signal_RR_3d,fret_MR_1d,qr_25,long_ratio,0.2427307206068268
488,20000106,signal_MR_3d,fret_RR_1d,qr_100,long_ratio,0.29235145385587863
489,20000106,signal_MR_3d,fret_MR_1d,qr_100,long_ratio,0.29235145385587863
490,20000106,signal_MR_3d,fret_RR_1d,qr_75,long_ratio,0.26253687315634217
491,20000106,signal_MR_3d,fret_MR_1d,qr_75,long_ratio,0.26253687315634217
492,20000106,signal_MR_3d,fret_RR_1d,qr_50,long_ratio,0.22313527180783818
493,20000106,signal_MR_3d,fret_MR_1d,qr_50,long_ratio,0.22313527180783818
494,20000106,signal_MR_3d,fret_RR_1d,qr_25,long_ratio,0.23514538558786346
495,20000106,signal_MR_3d,fret_MR_1d,qr_25,long_ratio,0.23514538558786346
496,20000106,signal_RR_1d,fret_RR_1d,qr_100,spearman,0.003551209166225811
497,20000106,signal_RR_1d,fret_MR_1d,qr_100,spearman,0.003551209166225811
498,20000106,signal_RR_1d,fret_RR_1d,qr_75,spearman,0.010068898241233918
499,20000106,signal_RR_1d,fret_MR_1d,qr_75,spearman,0.010068898241233918
500,20000106,signal_RR_1d,fret_RR_1d,qr_50,spearman,0.027866399917234913
501,20000106,signal_RR_1d,fret_MR_1d,qr_50,spearman,0.027866399917234913
502,20000106,signal_RR_1d,fret_RR_1d,qr_25,spearman,0.059194365602313184
503,20000106,signal_RR_1d,fret_MR_1d,qr_25,spearman,0.059194365602313184
504,20000106,signal_MR_1d,fret_RR_1d,qr_100,spearman,0.003551209166225811
505,20000106,signal_MR_1d,fret_MR_1d,qr_100,spearman,0.003551209166225811
506,20000106,signal_MR_1d,fret_RR_1d,qr_75,spearman,0.01057179728370145
507,20000106,signal_MR_1d,fret_MR_1d,qr_75,spearman,0.01057179728370145
508,20000106,signal_MR_1d,fret_RR_1d,qr_50,spearman,0.02571211696820594
509,20000106,signal_MR_1d,fret_MR_1d,qr_50,spearman,0.02571211696820594
510,20000106,signal_MR_1d,fret_RR_1d,qr_25,spearman,0.053644000170560126
511,20000106,signal_MR_1d,fret_MR_1d,qr_25,spearman,0.053644000170560126
512,20000106,signal_RR_3d,fret_RR_1d,qr_100,spearman,0.01614365006368066
513,20000106,signal_RR_3d,fret_MR_1d,qr_100,spearman,0.01614365006368066
514,20000106,signal_RR_3d,fret_RR_1d,qr_75,spearman,-0.0006565651877566068
515,20000106,signal_RR_3d,fret_MR_1d,qr_75,spearman,-0.0006565651877566068
516,20000106,signal_RR_3d,fret_RR_1d,qr_50,spearman,-0.011770449327003375
517,20000106,signal_RR_3d,fret_MR_1d,qr_50,spearman,-0.011770449327003375
518,20000106,signal_RR_3d,fret_RR_1d,qr_25,spearman,-0.026656020803265262
519,20000106,signal_RR_3d,fret_MR_1d,qr_25,spearman,-0.026656020803265262
520,20000106,signal_MR_3d,fret_RR_1d,qr_100,spearman,0.01614365006368066
521,20000106,signal_MR_3d,fret_MR_1d,qr_100,spearman,0.01614365006368066
522,20000106,signal_MR_3d,fret_RR_1d,qr_75,spearman,-0.002418884476018126
523,20000106,signal_MR_3d,fret_MR_1d,qr_75,spearman,-0.002418884476018126
524,20000106,signal_MR_3d,fret_RR_1d,qr_50,spearman,-0.013904847765825219
525,20000106,signal_MR_3d,fret_MR_1d,qr_50,spearman,-0.013904847765825219
526,20000106,signal_MR_3d,fret_RR_1d,qr_25,spearman,-0.025479381542982658
527,20000106,signal_MR_3d,fret_MR_1d,qr_25,spearman,-0.025479381542982658
528,20000106,signal_RR_1d,fret_RR_1d,qr_100,n,3192.0
529,20000106,signal_RR_1d,fret_MR_1d,qr_100,n,3192.0
530,20000106,signal_RR_1d,fret_RR_1d,qr_75,n,2394.0
531,20000106,signal_RR_1d,fret_MR_1d,qr_75,n,2394.0
532,20000106,signal_RR_1d,fret_RR_1d,qr_50,n,1596.0
533,20000106,signal_RR_1d,fret_MR_1d,qr_50,n,1596.0
534,20000106,signal_RR_1d,fret_RR_1d,qr_25,n,798.0
535,20000106,signal_RR_1d,fret_MR_1d,qr_25,n,798.0
536,20000106,signal_MR_1d,fret_RR_1d,qr_100,n,3192.0
537,20000106,signal_MR_1d,fret_MR_1d,qr_100,n,3192.0
538,20000106,signal_MR_1d,fret_RR_1d,qr_75,n,2395.0
539,20000106,signal_MR_1d,fret_MR_1d,qr_75,n,2395.0
540,20000106,signal_MR_1d,fret_RR_1d,qr_50,n,1597.0
541,20000106,signal_MR_1d,fret_MR_1d,qr_50,n,1597.0
542,20000106,signal_MR_1d,fret_RR_1d,qr_25,n,798.0
543,20000106,signal_MR_1d,fret_MR_1d,qr_25,n,798.0
544,20000106,signal_RR_3d,fret_RR_1d,qr_100,n,3164.0
545,20000106,signal_RR_3d,fret_MR_1d,qr_100,n,3164.0
546,20000106,signal_RR_3d,fret_RR_1d,qr_75,n,2373.0
547,20000106,signal_RR_3d,fret_MR_1d,qr_75,n,2373.0
548,20000106,signal_RR_3d,fret_RR_1d,qr_50,n,1582.0
549,20000106,signal_RR_3d,fret_MR_1d,qr_50,n,1582.0
550,20000106,signal_RR_3d,fret_RR_1d,qr_25,n,791.0
551,20000106,signal_RR_3d,fret_MR_1d,qr_25,n,791.0
552,20000106,signal_MR_3d,fret_RR_1d,qr_100,n,3164.0
553,20000106,signal_MR_3d,fret_MR_1d,qr_100,n,3164.0
554,20000106,signal_MR_3d,fret_RR_1d,qr_75,n,2373.0
555,20000106,signal_MR_3d,fret_MR_1d,qr_75,n,2373.0
556,20000106,signal_MR_3d,fret_RR_1d,qr_50,n,1582.0
557,20000106,signal_MR_3d,fret_MR_1d,qr_50,n,1582.0
558,20000106,signal_MR_3d,fret_RR_1d,qr_25,n,791.0
559,20000106,signal_MR_3d,fret_MR_1d,qr_25,n,791.0
